Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2440746,19-Oct-22,Maryland,Baltimore,1301 McCulloh St,0,0,0,0,0,N/A
2441277,19-Oct-22,Alabama,Birmingham,950 Springville Rd,0,0,0,0,1,N/A
2453570,19-Oct-22,Kentucky,Louisville,6415 Outer Loop,0,0,0,0,2,N/A
2442572,19-Oct-22,Louisiana,New Orleans,5601 Read Blvd,0,0,0,0,2,N/A
2440077,18-Oct-22,South Carolina,Columbia,361 Pisgah Church Rd,0,0,0,0,1,N/A
2441746,18-Oct-22,Missouri,Seymour,501 E Clinton St,0,0,0,0,1,N/A
2440416,18-Oct-22,Oregon,Portland,N Emerson St and Commercial Ave,2,0,0,0,0,N/A
2440555,18-Oct-22,Iowa,Urbandale,7111 NW Aurora Ave,0,0,0,0,2,N/A
2440552,18-Oct-22,Colorado,Greeley,6525 18th St,0,0,0,0,0,N/A
2441173,18-Oct-22,Kentucky,Louisville,2222 Crums Ln,0,0,0,0,1,N/A
2440945,17-Oct-22,Georgia,Macon,2051 2nd St,0,0,0,0,1,N/A
2439468,17-Oct-22,Tennessee,Mcminnville,270 Pioneer Ln,0,0,0,0,0,N/A
2439405,17-Oct-22,Maryland,Glen Burnie,7550 Baltimore Annapolis Blvd,0,0,0,0,1,N/A
2440089,17-Oct-22,South Carolina,North Charleston,8500 Patriot Blvd,0,0,0,0,2,N/A
2439991,17-Oct-22,North Carolina,Tarboro,2009 W Wilson St,0,0,0,0,1,N/A
2439125,17-Oct-22,District of Columbia,Washington,1601 16th St SE,0,0,0,0,1,N/A
2439122,17-Oct-22,South Carolina,Spartanburg,201 Zion Hill Rd,0,0,0,0,1,N/A
2439758,17-Oct-22,Kentucky,Williamsburg,350 Boulevard of Champions,0,0,0,0,1,N/A
2438505,16-Oct-22,Georgia,Atlanta,223 James P Brawley Dr SW,4,0,0,0,0,N/A
2438871,15-Oct-22,Pennsylvania,Bethlehem,1115 Linden St,0,0,0,0,1,N/A
2440596,15-Oct-22,Washington,Spokane,502 E Boone Ave,0,1,0,0,0,N/A
2438430,15-Oct-22,North Carolina,Salisbury,701 W Monroe St,2,0,1,0,1,N/A
2440409,14-Oct-22,Illinois,Granite City,3101 Madison Ave,0,0,0,0,1,N/A
2437741,14-Oct-22,Louisiana,Bogalusa,100 M J Israel Dr,0,1,0,0,1,N/A
2437660,14-Oct-22,Louisiana,Slidell,300 Spartan Dr,0,0,0,0,1,N/A
2437552,14-Oct-22,Virginia,Richmond,1211 Jahnke Rd,0,1,0,0,1,N/A
2438659,14-Oct-22,Alabama,Atmore,1565 AL-21,0,0,0,0,1,N/A
2437947,14-Oct-22,Pennsylvania,Bethlehem,1115 Linden St,0,0,0,0,0,N/A
2437832,14-Oct-22,North Carolina,Asheville,20 Erwin Hills Rd,0,0,0,0,1,N/A
2439005,14-Oct-22,Tennessee,Murfreesboro,802 Warrior Dr,0,0,0,0,0,N/A
2458000,13-Oct-22,Maryland,Baltimore,1500 Harlem Ave,0,0,0,0,1,N/A
2436836,13-Oct-22,Texas,Joshua,907 S Broadway St,0,0,0,0,0,N/A
2436921,13-Oct-22,Michigan,Belleville,501 W Columbia Ave,0,0,0,0,1,N/A
2436505,13-Oct-22,Texas,Dallas,2121 Tosca Ln,0,0,0,0,0,N/A
2437382,13-Oct-22,Arizona,Phoenix,4201 E Knox Rd,0,0,0,0,1,N/A
2437310,13-Oct-22,North Carolina,Erwin,215 Maynard Lake Rd,0,0,0,0,1,N/A
2437269,13-Oct-22,North Carolina,Charlotte,7600 IBM Dr,0,0,0,0,1,N/A
2436507,13-Oct-22,Illinois,Champaign,913 Crescent Dr,0,0,0,0,1,N/A
2437231,13-Oct-22,New York,Wellsville,126 W State St,0,0,0,0,1,N/A
2437396,13-Oct-22,New York,Corona (Queens),121-10 Rockaway Blvd,0,0,0,0,1,N/A
2437674,13-Oct-22,Michigan,University Center,1961 Delta Rd,1,0,0,0,0,N/A
2436115,12-Oct-22,North Carolina,Cary,638 Walnut St,0,0,0,0,2,N/A
2438046,12-Oct-22,Nevada,Reno,1014 N Virginia St,0,0,0,0,0,N/A
2437289,12-Oct-22,North Carolina,Graham,631 Southern High School Rd,0,0,0,0,1,N/A
2437216,12-Oct-22,Florida,Fort Pierce,1801 Panther Ln,0,0,0,0,1,N/A
2435118,11-Oct-22,Pennsylvania,Middleburg,10 Dock Hill Rd,0,0,0,0,1,N/A
2435418,11-Oct-22,Wisconsin,Racine,7345 Washington Ave,0,0,0,0,1,N/A
2435216,11-Oct-22,Ohio,Akron,65 Steiner Rd,0,0,0,0,1,N/A
2435365,11-Oct-22,North Carolina,Lumberton,3901 Fayetteville Rd,0,0,0,0,0,N/A
2435867,11-Oct-22,Pennsylvania,Wilkes Barre,2021 Wolfpack Wy,0,0,0,0,0,N/A
2435436,11-Oct-22,Kansas,Salina,730 E Magnolia Rd,0,0,0,0,3,N/A
2435505,11-Oct-22,Alabama,Birmingham,2101 Jefferson Ave SW,1,0,0,0,0,N/A
2435187,10-Oct-22,Florida,Hialeah,5987 E 7th Ave,0,0,0,0,1,N/A
2435298,10-Oct-22,South Carolina,Columbia,1701 Westchester Dr,0,0,0,0,1,N/A
2435225,10-Oct-22,Ohio,Columbus,2400 S Hamilton Rd,0,0,0,0,1,N/A
2434860,10-Oct-22,Wisconsin,Milwaukee,8135 W Florist Ave,0,0,1,0,1,N/A
2435104,10-Oct-22,Ohio,Columbus,211 E 7th Ave,0,0,0,0,1,N/A
2434287,10-Oct-22,North Carolina,Waxhaw,1400 Cuthbertson Rd,0,0,0,0,1,N/A
2433352,8-Oct-22,California,Berkeley,Durant Ave and Telegraph Ave,3,1,0,0,2,N/A
2435330,8-Oct-22,Kansas,Kansas City,2400 Steele Rd,0,0,0,0,0,N/A
2433428,8-Oct-22,Maryland,Baltimore,4300 block of Hillen Rd,1,0,0,0,0,N/A
2433751,7-Oct-22,Michigan,Battle Creek,62 Champion St,0,0,0,0,0,N/A
2432879,7-Oct-22,Arizona,Phoenix,3333 W Roosevelt St,0,0,0,0,0,N/A
2436126,7-Oct-22,Ohio,Dayton (Huber Heights),5400 Chambersburg Rd,0,0,0,0,1,N/A
2432745,7-Oct-22,Ohio,Toledo,5 Whitmer Dr,3,0,0,0,0,N/A
2433405,7-Oct-22,Connecticut,Hartford,415 Granby St,0,0,0,0,1,N/A
2435008,7-Oct-22,South Carolina,Seabrook,169 State Hwy S 7-549,0,0,0,0,1,N/A
2435004,7-Oct-22,Texas,Houston,7555 Houston Sugar Land Rd,0,0,0,0,1,N/A
2432878,7-Oct-22,Nevada,Las Vegas,9370 Brent Ln,0,0,0,0,0,N/A
2432859,7-Oct-22,North Carolina,Lawndale,307 E Stage Coach Trl,0,0,0,0,1,N/A
2433393,7-Oct-22,Wyoming,Casper,930 S Elm St,0,0,0,0,0,N/A
2432735,6-Oct-22,Delaware,Newark,750 E Delaware Ave,0,0,0,0,1,N/A
2432658,6-Oct-22,Texas,Rio Hondo,22547 TX-345,0,0,0,0,1,N/A
2432244,6-Oct-22,Virginia,Richmond,4314 Crutchfield St,0,0,0,0,1,N/A
2432590,6-Oct-22,Minnesota,Minneapolis (Coon Rapids),2340 Northdale Blvd NW,0,0,0,0,4,N/A
2431717,6-Oct-22,Oklahoma,Oklahoma City (Midwest City),213 Elm St,0,0,0,0,1,N/A
2431763,6-Oct-22,Virginia,Petersburg,1 Hayden St,0,0,0,0,0,N/A
2432069,6-Oct-22,Florida,Citra,151 W Hwy 329,0,0,0,0,1,N/A
2432107,6-Oct-22,Ohio,Columbus,1265 Koebel Rd,0,0,0,0,0,N/A
2431119,5-Oct-22,Georgia,Savannah,12419 Largo Dr,0,0,0,0,1,N/A
2433194,5-Oct-22,Texas,Cypress,7425 Westgreen Blvd,0,0,0,0,1,N/A
2431470,5-Oct-22,Arkansas,Little Rock,1500 S Park St,0,0,0,0,1,N/A
2431054,5-Oct-22,Arizona,Tucson,1133 E James E Rodgers Way,1,1,0,0,1,N/A
2431081,5-Oct-22,South Carolina,Hopkins,2615 Lower Richland Blvd,0,0,0,0,1,N/A
2435010,5-Oct-22,South Carolina,Beaufort,1 Blue Dolphin Dr,0,0,0,0,1,N/A
2431228,5-Oct-22,New Mexico,Albuquerque,1505 Candelaria Rd NW,0,0,0,0,1,N/A
2430450,4-Oct-22,Oklahoma,Norman,911 W Main St,0,0,0,0,1,N/A
2429961,4-Oct-22,Kentucky,Louisville,1130 W Chestnut St,0,0,0,0,0,N/A
2430211,4-Oct-22,Kansas,Garden City,2720 Buffalo Way Blvd,0,0,0,0,1,N/A
2430199,4-Oct-22,Missouri,Kansas City,6501 NW 72nd St,0,0,0,0,1,N/A
2430163,4-Oct-22,Wisconsin,Milwaukee,N 20th St and W Michigan St,0,0,0,0,0,N/A
2430125,4-Oct-22,Colorado,Colorado Springs,1675 Winnebago Rd,0,0,0,0,1,N/A
2430247,4-Oct-22,Massachusetts,Boston,60 Washington St,1,0,0,0,1,N/A
2434726,3-Oct-22,Utah,Ogden,1080 9th St,0,0,0,0,1,N/A
2431909,3-Oct-22,Indiana,Fort Wayne,475 E State Blvd,0,0,0,0,1,N/A
2430189,3-Oct-22,Texas,Donna,400 N D Salinas Blvd,0,0,0,0,1,N/A
2429319,3-Oct-22,Iowa,Des Moines,1111 E Army Post Rd,1,0,0,0,0,N/A
2430002,3-Oct-22,Michigan,Oxford,1420 Lakeville Rd,0,0,0,0,0,N/A
2429875,3-Oct-22,California,Phelan,9292 Sheep Creek Rd,0,0,0,0,1,N/A
2430209,3-Oct-22,Florida,Miami,5950 NW 11th Ave,0,0,0,0,1,N/A
2430446,1-Oct-22,Georgia,Statesboro,1332 Southern Dr,0,0,0,0,3,N/A
2427775,30-Sep-22,Oklahoma,Tulsa,4929 N Peoria Ave,3,1,0,0,1,N/A
2427753,30-Sep-22,New York,Newburgh,201 Fullerton Ave,3,0,0,0,0,N/A
2427490,30-Sep-22,Nevada,Sparks,1350 Baring Blvd,0,0,0,0,2,N/A
2427532,30-Sep-22,Virginia,Richmond,900 block of McDowell Rd,1,0,0,0,0,N/A
2428668,30-Sep-22,New Mexico,Santa Fe,2100 Yucca St,0,0,0,0,1,N/A
2429883,30-Sep-22,Texas,Austin,1201 Payton Gin Rd,0,0,0,0,1,N/A
2427745,29-Sep-22,California,Tulare,2975 Alpine Ave,0,0,0,0,0,N/A
2427321,29-Sep-22,Washington,Edmonds,7600 212th St SW,0,0,0,0,1,N/A
2427162,29-Sep-22,Ohio,Columbus,3080 Wicklow Rd,0,0,0,0,1,N/A
2426042,28-Sep-22,California,Oakland,8251 Fontaine St,5,1,0,0,0,N/A
2426249,28-Sep-22,Indiana,Greenfield,140 Polk St,0,0,0,0,2,N/A
2426016,28-Sep-22,Tennessee,Nashville,904 26th Ave N,0,0,0,0,1,N/A
2426525,28-Sep-22,North Carolina,Weaverville,890 Clarks Chapel Rd,0,0,0,0,1,N/A
2426199,28-Sep-22,Indiana,Fort Wayne,2201 Maplecrest Rd,0,0,0,0,0,N/A
2426574,28-Sep-22,Pennsylvania,Williamsport,884 W 4th St,0,1,0,0,1,N/A
2426451,28-Sep-22,North Carolina,Middlesex,13081 W Hanes Ave,0,0,0,0,1,N/A
2427145,28-Sep-22,Georgia,Lagrange,1920 Hamilton Rd,0,0,0,0,1,N/A
2437722,28-Sep-22,California,Olivehurst,4446 Olive Ave,0,0,0,0,2,N/A
2425108,27-Sep-22,Indiana,Muncie,801 N Walnut St,0,0,0,0,1,N/A
2427309,27-Sep-22,Texas,Deer Park,2920 Luella Ave,0,0,0,0,1,N/A
2425199,27-Sep-22,Pennsylvania,Philadelphia,6498 Ridge Ave,4,1,0,0,4,N/A
2427934,27-Sep-22,Washington,Moses Lake,900 Yonezawa Blvd,0,0,0,0,1,N/A
2426503,27-Sep-22,Pennsylvania,Mechanicsburg,100 E Elmwood Ave,0,0,0,0,1,N/A
2424589,26-Sep-22,California,Fresno,5445 N Palm Ave,0,0,0,0,1,N/A
2424019,26-Sep-22,Georgia,Valdosta,1400 block of Laura St,1,0,0,0,0,N/A
2424473,26-Sep-22,Texas,Amarillo,3001 SE 34th Ave,0,0,0,0,1,N/A
2424355,26-Sep-22,Utah,Salt Lake City,2166 S 1700 E,0,0,0,0,2,N/A
2424397,26-Sep-22,Ohio,Youngstown,W Wood St and Wick Ave,0,0,0,0,1,N/A
2425146,26-Sep-22,Ohio,Wilberforce,1400 Brush Row Rd,0,0,0,0,0,N/A
2430034,26-Sep-22,Michigan,Oxford,930 E Drahner Rd,0,0,0,0,0,N/A
2424950,26-Sep-22,Maryland,Clinton,6101 Garden Dr,0,0,0,0,1,N/A
2426501,26-Sep-22,Texas,San Antonio,9190 US-281 S,0,0,0,0,1,N/A
2427129,26-Sep-22,Georgia,Valdosta,1400 block of Weaver St,1,0,0,0,1,N/A
2423686,24-Sep-22,Ohio,Toledo,2200 Arlington Ave,0,0,0,0,2,N/A
2424570,23-Sep-22,Texas,Dallas,9449 Church Rd,0,0,0,0,1,N/A
2423761,23-Sep-22,Texas,Dallas,9449 Church Rd,0,0,0,0,1,N/A
2423013,23-Sep-22,Ohio,Westerville,303 S Otterbein Ave,0,0,0,0,1,N/A
2424370,23-Sep-22,Ohio,Newark,100 Hainsview Dr,0,0,0,0,0,N/A
2422470,23-Sep-22,Minnesota,Minneapolis (Richfield),401 W 70th St,1,0,0,0,1,N/A
2425156,23-Sep-22,Ohio,Dayton (Huber Heights),5400 Chambersburg Rd,0,0,0,0,1,N/A
2423431,23-Sep-22,Michigan,Mount Pleasant,1155 S Elizabeth St,0,0,0,0,1,N/A
2422034,23-Sep-22,North Carolina,High Point,1 N University Pkwy,0,0,0,0,1,N/A
2422227,23-Sep-22,Tennessee,Nashville,904 26th Ave N,0,0,0,0,1,N/A
2422225,22-Sep-22,Indiana,South Bend,4747 W Washington St,0,0,0,0,1,N/A
2421583,22-Sep-22,Utah,Vernal,721 W 100 S,0,0,0,0,1,N/A
2421443,22-Sep-22,Indiana,Fort Wayne,9100 Winchester Rd,0,0,0,0,1,N/A
2428646,22-Sep-22,Michigan,Bridgeport,4691 Bearcat Blvd,0,0,0,0,1,N/A
2454669,22-Sep-22,Arizona,Phoenix,801 W Peoria Ave,0,0,0,0,1,N/A
2421335,22-Sep-22,Texas,Fort Worth,12350 Timberland Blvd,0,0,0,0,1,N/A
2427317,22-Sep-22,Ohio,Toledo,3020 Tremainsville Rd,0,0,0,0,1,N/A
2525910,22-Sep-22,North Carolina,Saint Pauls,648 N Old Stage Rd,0,0,0,0,0,N/A
2421669,22-Sep-22,Kentucky,Lexington,2000 Winchester Rd,0,0,0,0,1,N/A
2421032,21-Sep-22,South Carolina,Columbia,1701 Westchester Dr,0,0,0,0,1,N/A
2420895,21-Sep-22,Kentucky,Louisville,6000 Brownsboro Rd,0,0,0,0,0,N/A
2421581,21-Sep-22,Missouri,Kansas City (North Kansas City),620 E 23rd Ave,0,0,0,0,1,N/A
2421091,21-Sep-22,Arizona,Tucson,421 N Arcadia Ave,0,0,0,0,1,N/A
2421985,21-Sep-22,Illinois,West Chicago,326 Joliet St,0,0,0,0,1,N/A
2419732,20-Sep-22,Tennessee,Chattanooga,2500 Market St,0,0,0,0,1,N/A
2420080,20-Sep-22,Iowa,Urbandale,7111 NW Aurora Ave,0,0,0,0,1,N/A
2419765,20-Sep-22,Virginia,Suffolk,214 Kenyon Rd,0,0,0,0,1,N/A
2419813,20-Sep-22,Ohio,Columbus,4405 Scenic Dr,0,0,0,0,1,N/A
2419815,20-Sep-22,Ohio,Columbus,1500 E Broad St,0,0,0,0,1,N/A
2419831,20-Sep-22,Ohio,Canal Winchester,300 Washington Street,0,0,0,0,1,N/A
2420743,20-Sep-22,Missouri,Independence,2101 N Twyman Rd,0,0,0,0,1,N/A
2420720,20-Sep-22,Georgia,Elberton,600 Abernathy Cir,0,0,0,0,1,N/A
2420693,20-Sep-22,Minnesota,Mankato,1351 S Riverfront Dr,1,0,0,0,0,N/A
2420238,20-Sep-22,Illinois,Maywood,807 S 1st Ave,0,0,0,0,1,N/A
2421084,20-Sep-22,Indiana,South Bend,400 block of Teri St,0,0,0,0,1,N/A
2419520,19-Sep-22,Florida,Stuart,1400 SE Cove Rd,0,0,0,0,0,N/A
2419196,19-Sep-22,Louisiana,Harvey,2800 block of Manhattan Blvd,0,0,0,0,1,N/A
2419151,19-Sep-22,Colorado,Commerce City,7200 Quebec Pkwy,0,0,0,0,1,N/A
2419699,19-Sep-22,Wisconsin,Janesville,1649 S Chatham St,0,0,0,0,0,N/A
2418861,19-Sep-22,Tennessee,Nashville,401 Walton Ln,0,0,0,0,0,N/A
2424678,19-Sep-22,Georgia,Douglasville,8705 Campbellton St,0,0,0,0,1,N/A
2422582,19-Sep-22,Mississippi,Philadelphia,1000 St Francis Dr,0,0,0,0,2,N/A
2417805,18-Sep-22,Arizona,Tucson,1011 N Tyndall Ave,2,0,0,0,0,N/A
2417557,17-Sep-22,Georgia,Augusta,1701 15th St,2,0,0,0,2,N/A
2417316,16-Sep-22,Texas,Bryan,2751 N Earl Rudder Fwy,0,0,0,0,1,N/A
2418187,16-Sep-22,Kentucky,Hopkinsville,9503 Eagle Way,0,0,0,0,1,N/A
2419541,16-Sep-22,Alabama,Bay Minette,1 Tiger Dr,0,0,0,0,1,N/A
2428252,16-Sep-22,Maine,Lewiston,400 Bartlett St,0,0,0,0,0,N/A
2416439,16-Sep-22,North Carolina,Williamston,1260 Godwin Ave,0,0,0,0,1,N/A
2416431,16-Sep-22,South Carolina,Charleston,3080 River Village Crossing Dr,0,0,0,0,2,N/A
2418705,16-Sep-22,Georgia,Lawrenceville,2255 New Hope Rd,0,0,0,0,1,N/A
2416927,16-Sep-22,Georgia,Augusta,1339 Laney Walker Blvd,0,0,0,0,3,N/A
2419553,16-Sep-22,Florida,Jacksonville,5530 Firestone Rd,0,0,0,0,1,N/A
2416779,16-Sep-22,Minnesota,Minneapolis,1700 Girard Ave N,0,0,0,0,0,N/A
2417423,16-Sep-22,Arkansas,Greenwood,700 Mt Harmony Rd,0,0,0,0,0,N/A
2421172,16-Sep-22,California,Manteca,1700 Thomas St,0,0,0,0,0,N/A
2417342,16-Sep-22,Texas,Fort Worth (Everman),1000 S Race St,0,0,0,0,2,N/A
2416521,15-Sep-22,Nevada,Las Vegas,3850 Annie Oakley Dr,0,0,0,0,1,N/A
2416977,15-Sep-22,Arizona,Tucson,545 N Camino Seco,0,0,0,0,1,N/A
2415584,15-Sep-22,Maryland,Randallstown,4000 Offutt Rd,0,0,0,0,1,N/A
2416150,15-Sep-22,North Carolina,Monroe,601 E Sunset Dr,0,0,0,0,0,N/A
2421095,15-Sep-22,Pennsylvania,Allentown,106 N 17th St,0,0,0,0,1,N/A
2414982,14-Sep-22,Kentucky,Elkton,806 S Main St,0,0,0,0,1,N/A
2415703,14-Sep-22,Georgia,Augusta,910 Russell St,0,0,0,0,1,N/A
2417008,14-Sep-22,Nevada,Carson City,110 Thompson St,0,0,0,0,1,N/A
2415388,14-Sep-22,Ohio,Cleveland,4600 Detroit Ave,0,0,0,0,3,N/A
2414571,14-Sep-22,Florida,Winter Park,2100 Summerfield Rd,0,0,0,0,1,N/A
2416171,14-Sep-22,Texas,Frisco,6901 Coit Rd,0,0,0,0,1,N/A
2415467,14-Sep-22,Virginia,Norfolk,Scott St and Trant Ave,0,0,0,0,2,N/A
2415416,14-Sep-22,Florida,Tampa,1701 North Blvd,0,0,0,0,1,N/A
2415376,14-Sep-22,Ohio,Circleville,1476 Lancaster Pike,0,0,0,0,1,N/A
2414845,14-Sep-22,Tennessee,Ripley,254 S Jefferson St,0,0,0,0,2,N/A
2414061,13-Sep-22,Kentucky,Louisville (Shively),2501 Rockford Ln,0,0,0,0,0,N/A
2414059,13-Sep-22,California,Vallejo,840 Nebraska St,1,0,0,0,0,N/A
2414785,13-Sep-22,Maryland,Oxon Hill,6701 Leyte Dr,1,0,0,0,0,N/A
2414840,13-Sep-22,Tennessee,Memphis,1530 Dellwood Ave,0,0,0,0,1,N/A
2414143,13-Sep-22,Florida,Tallahassee,550 E Tennessee St,0,0,0,0,1,N/A
2414018,13-Sep-22,Indiana,Bloomington,900 W Gordon Pike,0,0,0,0,1,N/A
2414137,13-Sep-22,Georgia,Warner Robins,500 Johnson Rd,0,0,0,0,0,N/A
2414127,13-Sep-22,Washington,Kennewick,3520 Southridge Blvd,0,0,0,0,1,N/A
2413074,12-Sep-22,Virginia,Woodbridge,15201 Neabsco Mills Rd,0,0,0,0,2,N/A
2412964,12-Sep-22,Texas,Corpus Christi,3900 Hamlin Dr,0,0,0,0,0,N/A
2413802,12-Sep-22,North Carolina,Marshville,100 Forest Hills School Rd S,0,0,0,0,1,N/A
2415599,12-Sep-22,Maryland,Essex,1801 Turkey Point Rd,0,0,0,0,2,N/A
2411110,9-Sep-22,Wisconsin,Milwaukee,4300 block of W Capitol Dr,1,0,0,0,0,N/A
2410975,9-Sep-22,Texas,Corpus Christi,4001 Wildcat Dr,0,0,0,0,1,N/A
2410960,9-Sep-22,South Carolina,Seabrook,169 State Hwy S 7-549,0,0,0,0,1,N/A
2411589,9-Sep-22,Texas,Texarkana,4001 Summerhill Rd,0,0,0,0,1,N/A
2411489,9-Sep-22,Florida,Tallahassee,1717 W Tharpe St,0,0,0,0,1,N/A
2415361,9-Sep-22,Ohio,Euclid,711 E 222nd St,0,0,0,0,4,N/A
2410709,9-Sep-22,West Virginia,Saint Albans,2100 Kanawha Terrace,0,0,0,0,1,N/A
2410059,8-Sep-22,Missouri,Vandalia,2122 Audrain Rd 557,0,0,0,0,0,N/A
2410725,8-Sep-22,Florida,Mascotte,513 Albrook St,0,0,0,0,1,N/A
2409745,8-Sep-22,Florida,Miami,11100 block of NW 8th Ave,2,0,0,0,1,N/A
2410393,8-Sep-22,Maryland,Baltimore,2801 N Dukeland St,0,0,0,0,1,N/A
2410743,8-Sep-22,Virginia,Suffolk,5505 Godwin Blvd,0,0,0,0,1,N/A
2410187,8-Sep-22,Arkansas,El Dorado,2000 Wildcat Dr,0,0,0,0,0,N/A
2409203,7-Sep-22,Michigan,Muskegon,1150 Amity Ave,0,0,0,0,1,N/A
2409350,7-Sep-22,New York,Rochester (Greece),750 Maiden Ln,0,0,0,0,1,N/A
2414792,7-Sep-22,Georgia,Springfield,1589 GA-119,0,0,0,0,0,N/A
2408757,7-Sep-22,Michigan,Southfield,24675 Lahser Rd,0,0,0,0,1,N/A
2410526,7-Sep-22,Florida,Tampa,3915 E 21st Ave,0,0,0,0,1,N/A
2408080,6-Sep-22,Tennessee,Nashville,160 Antioch Pike,0,0,0,0,1,N/A
2408994,6-Sep-22,Tennessee,Chattanooga,2100 Glass St,0,0,0,0,0,N/A
2408874,6-Sep-22,Ohio,Columbus,923 S James Rd,0,0,0,0,1,N/A
2407883,6-Sep-22,Alabama,Daphne,1030 Stanton Rd,0,0,0,0,0,N/A
2408746,6-Sep-22,Texas,Brownsville,3700 Heritage Trl,0,0,0,0,1,N/A
2409640,6-Sep-22,Arizona,Chandler,3000 N Alma School Rd,0,0,0,0,2,N/A
2408572,6-Sep-22,Colorado,Denver,3333 Regis Blvd,0,0,0,0,0,N/A
2406582,4-Sep-22,North Carolina,Greenville,E 5th St,0,0,0,0,0,N/A
2408398,4-Sep-22,Indiana,Muncie,304 N College Ave,0,0,0,0,3,N/A
2408075,3-Sep-22,Delaware,Dover,1200 N Dupont Hwy,2,0,0,0,0,N/A
2405127,2-Sep-22,Kansas,Wichita,2301 E Douglas Ave,0,0,0,0,1,N/A
2405118,2-Sep-22,Texas,Wichita Falls,3807 Kemp Blvd,0,0,0,0,1,N/A
2405083,2-Sep-22,South Carolina,Columbia,120 Sparkleberry Ln,0,0,0,0,1,N/A
2409020,2-Sep-22,Texas,Arlington,3000 S Fielder Rd,0,0,0,0,1,N/A
2408793,2-Sep-22,Georgia,Canton,930 Marietta Hwy,0,0,0,0,0,N/A
2405467,2-Sep-22,Maryland,Baltimore,3500 Hillen Rd,0,1,0,0,1,N/A
2406217,2-Sep-22,Florida,Deland,260 E Euclid Ave,0,0,0,0,0,N/A
2409178,2-Sep-22,Mississippi,Gautier,4307 Gautier Vancleave Rd,0,0,0,0,2,N/A
2404984,1-Sep-22,Michigan,Auburn Hills,2800 Waukegan St,0,0,0,0,1,N/A
2404120,1-Sep-22,North Carolina,Durham,3727 Fayetteville Rd,0,0,0,0,2,N/A
2404019,1-Sep-22,Kentucky,Phelps,11580 Phelps 632 Rd,0,0,0,0,1,N/A
2420823,1-Sep-22,North Carolina,Knightdale,100 Bryan Chalk Ln,0,0,0,0,1,N/A
2403146,31-Aug-22,Texas,Corpus Christi,1102 Villarreal Dr,0,0,0,0,0,N/A
2404073,31-Aug-22,South Carolina,Rock Hill,320 W Springdale Rd,0,0,0,0,0,N/A
2403127,31-Aug-22,Pennsylvania,Pittsburgh,590 Crane Ave,0,0,0,0,1,N/A
2403018,31-Aug-22,Nebraska,Omaha,2606 Hamilton St,0,0,0,0,1,N/A
2402985,31-Aug-22,Georgia,Carnesville,485 Turkey Creek Rd,0,0,0,0,1,N/A
2403713,31-Aug-22,Nevada,Henderson,400 Palo Verde Ave,0,0,0,0,1,N/A
2405558,31-Aug-22,Arizona,San Tan Valley,35900 N Charbray Dr,0,0,0,0,0,N/A
2403655,31-Aug-22,Ohio,Grove City,3811 Hoover Rd,0,0,0,0,0,N/A
2403440,31-Aug-22,Louisiana,Pineville,1511 Line St,0,0,0,0,0,N/A
2403344,31-Aug-22,Florida,Tampa,5000 N Central Ave,0,0,0,0,1,N/A
2403016,31-Aug-22,Nebraska,Omaha,4519 S 24th St,0,0,0,0,1,N/A
2402421,30-Aug-22,Tennessee,Hendersonville,3126 Long Hollow Pike,0,0,0,0,0,N/A
2402496,30-Aug-22,Texas,Kingwood,4015 Woodland Hills Dr,0,0,0,0,1,N/A
2402189,30-Aug-22,Kentucky,Louisville,2811 Duncan St,0,0,0,0,1,N/A
2402908,30-Aug-22,Colorado,Clifton,3276 F Rd,0,0,0,0,0,N/A
2401857,30-Aug-22,California,Santa Rosa,4320 Ursuline Rd,0,0,0,0,3,N/A
2401788,30-Aug-22,Kansas,Mcpherson,801 E 1st St,0,0,0,0,0,N/A
2402821,30-Aug-22,Kansas,Wichita,5301 N Hillside St,0,0,0,0,1,N/A
2402664,30-Aug-22,South Carolina,Rock Hill,4757 Mt Gallant Rd,0,0,0,0,1,N/A
2402567,30-Aug-22,Arkansas,Sherwood,484 Bear Paw Rd,0,0,0,0,1,N/A
2405215,30-Aug-22,Mississippi,Senatobia,221 Warrior Dr,0,0,0,0,0,N/A
2405213,30-Aug-22,Texas,Beaumont,8750 Phelan Blvd,0,0,0,0,1,N/A
2403371,30-Aug-22,South Carolina,Columbia,2219 Barhamville Rd,0,0,0,0,1,N/A
2402730,30-Aug-22,Texas,Tyler,3535 Lion Ln,0,0,0,0,1,N/A
2402219,29-Aug-22,California,Arvin,900 Varsity Rd,0,0,0,0,1,N/A
2401105,29-Aug-22,South Carolina,Rock Hill,801 Neely Rd,0,0,0,0,1,N/A
2402046,29-Aug-22,Tennessee,Jackson,84 Harts Bridge Rd,0,0,0,0,1,N/A
2402009,29-Aug-22,Arizona,Cochise,5025 N Bowie Ave,0,0,0,0,0,N/A
2400942,29-Aug-22,Maryland,District Heights,5200 Silver Hill Rd #2086,0,0,0,0,1,N/A
2400950,29-Aug-22,Maryland,District Heights,5200 Silver Hill Rd #2086,0,0,0,0,1,N/A
2401807,29-Aug-22,Kansas,Wichita,820 S Osage St,0,0,0,0,1,N/A
